,year,county,cause,sex,age_code,N
471,108,Taipei City,口腔癌,男,70-74歲,3
472,108,Taipei City,口腔癌,男,75-79歲,1
473,108,Taipei City,口腔癌,女,50-54歲,1
474,108,Taipei City,主唾液腺癌,女,60-64歲,1
475,108,Taipei City,鼻咽癌,男,60-64歲,1
476,108,Taipei City,鼻咽癌,男,70-74歲,2
477,108,Taipei City,鼻咽癌,男,75-79歲,2
478,108,Taipei City,鼻咽癌,女,80-84歲,1
479,108,Taipei City,食道癌,男,45-49歲,1
480,108,Taipei City,食道癌,男,55-59歲,1
481,108,Taipei City,食道癌,男,60-64歲,1
482,108,Taipei City,食道癌,男,70-74歲,2
483,108,Taipei City,食道癌,男,75-79歲,3
484,108,Taipei City,食道癌,男,80-84歲,2
485,108,Taipei City,食道癌,男,85-89歲,1
486,108,Taipei City,胃癌,男,70-74歲,5
487,108,Taipei City,胃癌,男,80-84歲,1
488,108,Taipei City,胃癌,男,85-89歲,3
489,108,Taipei City,胃癌,女,35-39歲,2
490,108,Taipei City,胃癌,女,40-44歲,1
491,108,Taipei City,胃癌,女,50-54歲,1
492,108,Taipei City,胃癌,女,65-69歲,3
493,108,Taipei City,胃癌,女,75-79歲,1
494,108,Taipei City,胃癌,女,95-99歲,2
495,108,Taipei City,小腸癌,女,75-79歲,1
496,108,Taipei City,結腸、直腸和肛門癌,男,45-49歲,1
497,108,Taipei City,結腸、直腸和肛門癌,男,55-59歲,2
498,108,Taipei City,結腸、直腸和肛門癌,男,60-64歲,2
499,108,Taipei City,結腸、直腸和肛門癌,男,65-69歲,3
500,108,Taipei City,結腸、直腸和肛門癌,男,70-74歲,2
501,108,Taipei City,結腸、直腸和肛門癌,男,75-79歲,3
502,108,Taipei City,結腸、直腸和肛門癌,男,80-84歲,7
503,108,Taipei City,結腸、直腸和肛門癌,男,85-89歲,2
504,108,Taipei City,結腸、直腸和肛門癌,男,90-94歲,3
505,108,Taipei City,結腸、直腸和肛門癌,男,95-99歲,3
506,108,Taipei City,結腸、直腸和肛門癌,女,45-49歲,1
507,108,Taipei City,結腸、直腸和肛門癌,女,55-59歲,1
508,108,Taipei City,結腸、直腸和肛門癌,女,60-64歲,1
509,108,Taipei City,結腸、直腸和肛門癌,女,65-69歲,1
510,108,Taipei City,結腸、直腸和肛門癌,女,70-74歲,2
511,108,Taipei City,結腸、直腸和肛門癌,女,80-84歲,4
512,108,Taipei City,結腸、直腸和肛門癌,女,85-89歲,2
513,108,Taipei City,結腸、直腸和肛門癌,女,90-94歲,2
514,108,Taipei City,結腸、直腸和肛門癌,女,95-99歲,2
515,108,Taipei City,肝和肝內膽管癌,男,45-49歲,1
516,108,Taipei City,肝和肝內膽管癌,男,50-54歲,4
517,108,Taipei City,肝和肝內膽管癌,男,55-59歲,1
518,108,Taipei City,肝和肝內膽管癌,男,60-64歲,1
519,108,Taipei City,肝和肝內膽管癌,男,65-69歲,4
520,108,Taipei City,肝和肝內膽管癌,男,70-74歲,4
521,108,Taipei City,肝和肝內膽管癌,男,75-79歲,3
522,108,Taipei City,肝和肝內膽管癌,男,80-84歲,4
523,108,Taipei City,肝和肝內膽管癌,男,85-89歲,2
524,108,Taipei City,肝和肝內膽管癌,女,55-59歲,1
525,108,Taipei City,肝和肝內膽管癌,女,65-69歲,1
526,108,Taipei City,肝和肝內膽管癌,女,70-74歲,1
527,108,Taipei City,肝和肝內膽管癌,女,75-79歲,2
528,108,Taipei City,肝和肝內膽管癌,女,80-84歲,2
529,108,Taipei City,肝和肝內膽管癌,女,85-89歲,2
530,108,Taipei City,肝和肝內膽管癌,女,90-94歲,1
531,108,Taipei City,膽囊和其他膽道癌,男,60-64歲,1
532,108,Taipei City,膽囊和其他膽道癌,男,70-74歲,1
533,108,Taipei City,膽囊和其他膽道癌,女,70-74歲,1
534,108,Taipei City,膽囊和其他膽道癌,女,80-84歲,1
535,108,Taipei City,胰臟癌,男,40-44歲,1
536,108,Taipei City,胰臟癌,男,55-59歲,1
537,108,Taipei City,胰臟癌,男,70-74歲,1
538,108,Taipei City,胰臟癌,男,80-84歲,3
539,108,Taipei City,胰臟癌,女,55-59歲,2
540,108,Taipei City,胰臟癌,女,60-64歲,2
541,108,Taipei City,胰臟癌,女,65-69歲,4
542,108,Taipei City,胰臟癌,女,80-84歲,2
543,108,Taipei City,胰臟癌,女,90-94歲,1
544,108,Taipei City,氣管、支氣管和肺癌,男,45-49歲,2
545,108,Taipei City,氣管、支氣管和肺癌,男,55-59歲,2
546,108,Taipei City,氣管、支氣管和肺癌,男,60-64歲,1
547,108,Taipei City,氣管、支氣管和肺癌,男,65-69歲,4
548,108,Taipei City,氣管、支氣管和肺癌,男,70-74歲,6
549,108,Taipei City,氣管、支氣管和肺癌,男,75-79歲,12
550,108,Taipei City,氣管、支氣管和肺癌,男,80-84歲,5
551,108,Taipei City,氣管、支氣管和肺癌,男,85-89歲,6
552,108,Taipei City,氣管、支氣管和肺癌,男,95-99歲,1
553,108,Taipei City,氣管、支氣管和肺癌,女,55-59歲,1
554,108,Taipei City,氣管、支氣管和肺癌,女,60-64歲,2
555,108,Taipei City,氣管、支氣管和肺癌,女,65-69歲,2
556,108,Taipei City,氣管、支氣管和肺癌,女,70-74歲,6
557,108,Taipei City,氣管、支氣管和肺癌,女,75-79歲,1
558,108,Taipei City,氣管、支氣管和肺癌,女,80-84歲,4
559,108,Taipei City,氣管、支氣管和肺癌,女,85-89歲,4
560,108,Taipei City,氣管、支氣管和肺癌,女,90-94歲,2
561,108,Taipei City,氣管、支氣管和肺癌,女,95-99歲,1
562,108,Taipei City,骨和關節軟骨癌,女,45-49歲,1
563,108,Taipei City,間皮和軟組織癌,男,45-49歲,1
564,108,Taipei City,間皮和軟組織癌,男,60-64歲,1
565,108,Taipei City,間皮和軟組織癌,男,65-69歲,1
566,108,Taipei City,間皮和軟組織癌,男,75-79歲,1
567,108,Taipei City,間皮和軟組織癌,男,80-84歲,1
568,108,Taipei City,間皮和軟組織癌,女,65-69歲,1
569,108,Taipei City,女性乳房癌,女,35-39歲,1
570,108,Taipei City,女性乳房癌,女,40-44歲,1
571,108,Taipei City,女性乳房癌,女,45-49歲,1
572,108,Taipei City,女性乳房癌,女,50-54歲,1
573,108,Taipei City,女性乳房癌,女,60-64歲,7
574,108,Taipei City,女性乳房癌,女,65-69歲,2
575,108,Taipei City,女性乳房癌,女,75-79歲,2
576,108,Taipei City,女性乳房癌,女,80-84歲,1
577,108,Taipei City,女性乳房癌,女,85-89歲,1
578,108,Taipei City,子宮頸及部位未明示子宮癌,女,45-49歲,2
579,108,Taipei City,子宮頸及部位未明示子宮癌,女,70-74歲,1
580,108,Taipei City,子宮體癌,女,50-54歲,1
581,108,Taipei City,子宮體癌,女,55-59歲,1
582,108,Taipei City,子宮體癌,女,60-64歲,2
583,108,Taipei City,子宮體癌,女,65-69歲,2
584,108,Taipei City,卵巢癌,女,60-64歲,1
585,108,Taipei City,卵巢癌,女,65-69歲,1
586,108,Taipei City,前列腺(攝護腺)癌,男,60-64歲,1
587,108,Taipei City,前列腺(攝護腺)癌,男,65-69歲,1
588,108,Taipei City,前列腺(攝護腺)癌,男,70-74歲,1
589,108,Taipei City,前列腺(攝護腺)癌,男,75-79歲,1
590,108,Taipei City,前列腺(攝護腺)癌,男,80-84歲,1
591,108,Taipei City,前列腺(攝護腺)癌,男,85-89歲,2
592,108,Taipei City,腎臟癌,男,65-69歲,1
593,108,Taipei City,腎臟癌,男,80-84歲,1
594,108,Taipei City,腎臟癌,男,90-94歲,1
595,108,Taipei City,腎臟癌,女,60-64歲,1
596,108,Taipei City,腎臟癌,女,80-84歲,1
597,108,Taipei City,膀胱癌,男,60-64歲,1
598,108,Taipei City,膀胱癌,男,65-69歲,1
599,108,Taipei City,膀胱癌,男,75-79歲,1
600,108,Taipei City,膀胱癌,男,85-89歲,1
601,108,Taipei City,膀胱癌,男,90-94歲,2
602,108,Taipei City,膀胱癌,女,55-59歲,1
603,108,Taipei City,膀胱癌,女,80-84歲,2
604,108,Taipei City,腦癌,男,30-34歲,1
605,108,Taipei City,腦癌,男,40-44歲,1
606,108,Taipei City,腦癌,男,55-59歲,1
607,108,Taipei City,腦癌,男,60-64歲,1
608,108,Taipei City,腦癌,男,90-94歲,1
609,108,Taipei City,腦癌,女,30-34歲,1
610,108,Taipei City,甲狀腺癌,女,55-59歲,1
611,108,Taipei City,非何杰金氏淋巴瘤,男,65-69歲,2
612,108,Taipei City,非何杰金氏淋巴瘤,男,80-84歲,1
613,108,Taipei City,非何杰金氏淋巴瘤,男,85-89歲,1
614,108,Taipei City,非何杰金氏淋巴瘤,男,90-94歲,1
615,108,Taipei City,非何杰金氏淋巴瘤,女,60-64歲,1
616,108,Taipei City,非何杰金氏淋巴瘤,女,80-84歲,1
617,108,Taipei City,非何杰金氏淋巴瘤,女,85-89歲,1
618,108,Taipei City,白血病,男,70-74歲,1
619,108,Taipei City,白血病,男,75-79歲,1
620,108,Taipei City,白血病,女,55-59歲,1
621,108,Taipei City,白血病,女,65-69歲,1
622,108,Taipei City,白血病,女,90-94歲,1
623,108,Taipei City,其他癌症,男,40-44歲,1
624,108,Taipei City,其他癌症,男,60-64歲,4
625,108,Taipei City,其他癌症,男,65-69歲,1
626,108,Taipei City,其他癌症,男,75-79歲,1
627,108,Taipei City,其他癌症,男,80-84歲,3
628,108,Taipei City,其他癌症,男,90-94歲,1
629,108,Taipei City,其他癌症,女,70-74歲,2
630,108,Taipei City,口腔癌,男,55-59歲,2
631,108,Taipei City,口腔癌,男,65-69歲,4
632,108,Taipei City,口腔癌,男,75-79歲,2
633,108,Taipei City,口腔癌,男,80-84歲,1
634,108,Taipei City,口腔癌,男,90-94歲,2
635,108,Taipei City,口腔癌,女,60-64歲,1
636,108,Taipei City,口腔癌,女,65-69歲,1
637,108,Taipei City,口腔癌,女,85-89歲,2
638,108,Taipei City,口腔癌,女,90-94歲,1
639,108,Taipei City,主唾液腺癌,女,55-59歲,1
640,108,Taipei City,主唾液腺癌,女,70-74歲,1
641,108,Taipei City,鼻咽癌,男,45-49歲,1
642,108,Taipei City,鼻咽癌,男,55-59歲,1
643,108,Taipei City,鼻咽癌,男,60-64歲,1
644,108,Taipei City,鼻咽癌,女,60-64歲,1
645,108,Taipei City,鼻咽癌,女,75-79歲,1
646,108,Taipei City,食道癌,男,45-49歲,1
647,108,Taipei City,食道癌,男,50-54歲,1
648,108,Taipei City,食道癌,男,55-59歲,2
649,108,Taipei City,食道癌,男,60-64歲,3
650,108,Taipei City,食道癌,男,70-74歲,1
651,108,Taipei City,食道癌,男,90-94歲,1
652,108,Taipei City,食道癌,女,55-59歲,1
653,108,Taipei City,胃癌,男,45-49歲,2
654,108,Taipei City,胃癌,男,60-64歲,1
655,108,Taipei City,胃癌,男,65-69歲,2
656,108,Taipei City,胃癌,男,70-74歲,1
657,108,Taipei City,胃癌,男,75-79歲,2
658,108,Taipei City,胃癌,男,80-84歲,3
659,108,Taipei City,胃癌,男,85-89歲,2
660,108,Taipei City,胃癌,男,95-99歲,1
661,108,Taipei City,胃癌,女,50-54歲,1
662,108,Taipei City,胃癌,女,55-59歲,1
663,108,Taipei City,胃癌,女,65-69歲,2
664,108,Taipei City,胃癌,女,70-74歲,1
665,108,Taipei City,胃癌,女,75-79歲,2
666,108,Taipei City,胃癌,女,85-89歲,2
667,108,Taipei City,胃癌,女,90-94歲,2
668,108,Taipei City,結腸、直腸和肛門癌,男,40-44歲,1
669,108,Taipei City,結腸、直腸和肛門癌,男,45-49歲,1
670,108,Taipei City,結腸、直腸和肛門癌,男,55-59歲,1
671,108,Taipei City,結腸、直腸和肛門癌,男,60-64歲,2
672,108,Taipei City,結腸、直腸和肛門癌,男,65-69歲,2
673,108,Taipei City,結腸、直腸和肛門癌,男,70-74歲,2
674,108,Taipei City,結腸、直腸和肛門癌,男,75-79歲,6
675,108,Taipei City,結腸、直腸和肛門癌,男,80-84歲,2
676,108,Taipei City,結腸、直腸和肛門癌,男,85-89歲,9
677,108,Taipei City,結腸、直腸和肛門癌,男,90-94歲,4
678,108,Taipei City,結腸、直腸和肛門癌,女,40-44歲,1
679,108,Taipei City,結腸、直腸和肛門癌,女,60-64歲,4
680,108,Taipei City,結腸、直腸和肛門癌,女,65-69歲,1
681,108,Taipei City,結腸、直腸和肛門癌,女,70-74歲,5
682,108,Taipei City,結腸、直腸和肛門癌,女,80-84歲,2
683,108,Taipei City,結腸、直腸和肛門癌,女,85-89歲,6
684,108,Taipei City,結腸、直腸和肛門癌,女,90-94歲,2
685,108,Taipei City,肝和肝內膽管癌,男,30-34歲,1
686,108,Taipei City,肝和肝內膽管癌,男,40-44歲,1
687,108,Taipei City,肝和肝內膽管癌,男,45-49歲,1
688,108,Taipei City,肝和肝內膽管癌,男,50-54歲,1
689,108,Taipei City,肝和肝內膽管癌,男,55-59歲,3
690,108,Taipei City,肝和肝內膽管癌,男,60-64歲,9
691,108,Taipei City,肝和肝內膽管癌,男,65-69歲,5
692,108,Taipei City,肝和肝內膽管癌,男,70-74歲,1
693,108,Taipei City,肝和肝內膽管癌,男,75-79歲,3
694,108,Taipei City,肝和肝內膽管癌,男,80-84歲,4
695,108,Taipei City,肝和肝內膽管癌,男,85-89歲,2
696,108,Taipei City,肝和肝內膽管癌,男,90-94歲,5
697,108,Taipei City,肝和肝內膽管癌,女,40-44歲,1
698,108,Taipei City,肝和肝內膽管癌,女,60-64歲,1
699,108,Taipei City,肝和肝內膽管癌,女,65-69歲,3
700,108,Taipei City,肝和肝內膽管癌,女,70-74歲,4
701,108,Taipei City,肝和肝內膽管癌,女,75-79歲,4
702,108,Taipei City,肝和肝內膽管癌,女,80-84歲,4
703,108,Taipei City,肝和肝內膽管癌,女,85-89歲,9
704,108,Taipei City,肝和肝內膽管癌,女,90-94歲,2
705,108,Taipei City,膽囊和其他膽道癌,女,60-64歲,1
706,108,Taipei City,膽囊和其他膽道癌,女,80-84歲,1
707,108,Taipei City,胰臟癌,男,60-64歲,3
708,108,Taipei City,胰臟癌,男,65-69歲,1
709,108,Taipei City,胰臟癌,男,70-74歲,3
710,108,Taipei City,胰臟癌,男,80-84歲,2
711,108,Taipei City,胰臟癌,男,85-89歲,1
712,108,Taipei City,胰臟癌,男,90-94歲,2
713,108,Taipei City,胰臟癌,女,60-64歲,6
714,108,Taipei City,胰臟癌,女,70-74歲,2
715,108,Taipei City,胰臟癌,女,75-79歲,2
716,108,Taipei City,胰臟癌,女,80-84歲,2
717,108,Taipei City,胰臟癌,女,85-89歲,1
718,108,Taipei City,喉癌,男,75-79歲,1
719,108,Taipei City,喉癌,男,80-84歲,1
720,108,Taipei City,喉癌,男,95-99歲,1
721,108,Taipei City,氣管、支氣管和肺癌,男,45-49歲,1
722,108,Taipei City,氣管、支氣管和肺癌,男,50-54歲,4
723,108,Taipei City,氣管、支氣管和肺癌,男,55-59歲,7
724,108,Taipei City,氣管、支氣管和肺癌,男,60-64歲,4
725,108,Taipei City,氣管、支氣管和肺癌,男,65-69歲,8
726,108,Taipei City,氣管、支氣管和肺癌,男,70-74歲,7
727,108,Taipei City,氣管、支氣管和肺癌,男,75-79歲,5
728,108,Taipei City,氣管、支氣管和肺癌,男,80-84歲,6
729,108,Taipei City,氣管、支氣管和肺癌,男,85-89歲,8
730,108,Taipei City,氣管、支氣管和肺癌,男,90-94歲,2
731,108,Taipei City,氣管、支氣管和肺癌,女,50-54歲,6
732,108,Taipei City,氣管、支氣管和肺癌,女,55-59歲,2
733,108,Taipei City,氣管、支氣管和肺癌,女,60-64歲,1
734,108,Taipei City,氣管、支氣管和肺癌,女,65-69歲,6
735,108,Taipei City,氣管、支氣管和肺癌,女,70-74歲,2
736,108,Taipei City,氣管、支氣管和肺癌,女,75-79歲,8
737,108,Taipei City,氣管、支氣管和肺癌,女,80-84歲,4
738,108,Taipei City,氣管、支氣管和肺癌,女,85-89歲,7
739,108,Taipei City,氣管、支氣管和肺癌,女,90-94歲,3
740,108,Taipei City,氣管、支氣管和肺癌,女,95-99歲,1
741,108,Taipei City,胸腺癌,男,55-59歲,1
742,108,Taipei City,心臟、縱隔和胸(肋)膜癌,男,35-39歲,1
743,108,Taipei City,黑色素瘤和其他皮膚癌,男,65-69歲,1
744,108,Taipei City,間皮和軟組織癌,男,35-39歲,1
745,108,Taipei City,間皮和軟組織癌,女,30-34歲,1
746,108,Taipei City,間皮和軟組織癌,女,60-64歲,1
747,108,Taipei City,間皮和軟組織癌,女,75-79歲,1
748,108,Taipei City,間皮和軟組織癌,女,80-84歲,1
749,108,Taipei City,女性乳房癌,女,35-39歲,1
750,108,Taipei City,女性乳房癌,女,40-44歲,1
751,108,Taipei City,女性乳房癌,女,45-49歲,3
752,108,Taipei City,女性乳房癌,女,55-59歲,4
753,108,Taipei City,女性乳房癌,女,60-64歲,6
754,108,Taipei City,女性乳房癌,女,65-69歲,1
755,108,Taipei City,女性乳房癌,女,70-74歲,4
756,108,Taipei City,女性乳房癌,女,75-79歲,5
757,108,Taipei City,女性乳房癌,女,80-84歲,6
758,108,Taipei City,女性乳房癌,女,85-89歲,2
759,108,Taipei City,子宮頸及部位未明示子宮癌,女,50-54歲,1
760,108,Taipei City,子宮頸及部位未明示子宮癌,女,55-59歲,2
761,108,Taipei City,子宮頸及部位未明示子宮癌,女,65-69歲,2
762,108,Taipei City,子宮頸及部位未明示子宮癌,女,80-84歲,1
763,108,Taipei City,子宮頸及部位未明示子宮癌,女,85-89歲,2
764,108,Taipei City,子宮體癌,女,55-59歲,1
765,108,Taipei City,子宮體癌,女,60-64歲,1
766,108,Taipei City,子宮體癌,女,65-69歲,1
767,108,Taipei City,子宮體癌,女,70-74歲,1
768,108,Taipei City,子宮體癌,女,75-79歲,2
769,108,Taipei City,子宮體癌,女,85-89歲,1
770,108,Taipei City,卵巢癌,女,45-49歲,1
771,108,Taipei City,卵巢癌,女,50-54歲,1
772,108,Taipei City,卵巢癌,女,55-59歲,1
773,108,Taipei City,卵巢癌,女,65-69歲,1
774,108,Taipei City,卵巢癌,女,80-84歲,1
775,108,Taipei City,前列腺(攝護腺)癌,男,50-54歲,1
776,108,Taipei City,前列腺(攝護腺)癌,男,60-64歲,1
777,108,Taipei City,前列腺(攝護腺)癌,男,65-69歲,2
778,108,Taipei City,前列腺(攝護腺)癌,男,75-79歲,3
779,108,Taipei City,前列腺(攝護腺)癌,男,80-84歲,5
780,108,Taipei City,前列腺(攝護腺)癌,男,85-89歲,1
781,108,Taipei City,前列腺(攝護腺)癌,男,90-94歲,7
782,108,Taipei City,腎臟癌,男,50-54歲,1
783,108,Taipei City,腎臟癌,男,55-59歲,1
784,108,Taipei City,腎臟癌,男,60-64歲,1
785,108,Taipei City,腎臟癌,男,65-69歲,1
786,108,Taipei City,腎臟癌,男,85-89歲,2
787,108,Taipei City,腎臟癌,男,90-94歲,1
788,108,Taipei City,膀胱癌,男,35-39歲,1
789,108,Taipei City,膀胱癌,男,55-59歲,1
790,108,Taipei City,膀胱癌,男,75-79歲,1
791,108,Taipei City,膀胱癌,男,80-84歲,2
792,108,Taipei City,膀胱癌,男,85-89歲,3
793,108,Taipei City,膀胱癌,男,90-94歲,1
794,108,Taipei City,膀胱癌,女,75-79歲,1
795,108,Taipei City,膀胱癌,女,80-84歲,1
796,108,Taipei City,膀胱癌,女,85-89歲,2
797,108,Taipei City,腦癌,男,45-49歲,1
798,108,Taipei City,腦癌,男,60-64歲,1
799,108,Taipei City,腦癌,女,50-54歲,1
800,108,Taipei City,腦癌,女,55-59歲,1
801,108,Taipei City,腦癌,女,80-84歲,2
802,108,Taipei City,腦癌,女,95-99歲,1
803,108,Taipei City,甲狀腺癌,男,60-64歲,1
804,108,Taipei City,非何杰金氏淋巴瘤,男,60-64歲,2
805,108,Taipei City,非何杰金氏淋巴瘤,男,65-69歲,1
806,108,Taipei City,非何杰金氏淋巴瘤,男,80-84歲,1
807,108,Taipei City,非何杰金氏淋巴瘤,男,85-89歲,2
808,108,Taipei City,非何杰金氏淋巴瘤,男,90-94歲,1
809,108,Taipei City,非何杰金氏淋巴瘤,女,40-44歲,1
810,108,Taipei City,非何杰金氏淋巴瘤,女,50-54歲,1
811,108,Taipei City,非何杰金氏淋巴瘤,女,55-59歲,1
812,108,Taipei City,非何杰金氏淋巴瘤,女,65-69歲,1
813,108,Taipei City,非何杰金氏淋巴瘤,女,70-74歲,2
814,108,Taipei City,非何杰金氏淋巴瘤,女,75-79歲,2
815,108,Taipei City,非何杰金氏淋巴瘤,女,80-84歲,2
816,108,Taipei City,白血病,男,三歲,2
817,108,Taipei City,白血病,男,40-44歲,1
818,108,Taipei City,白血病,男,55-59歲,1
819,108,Taipei City,白血病,男,60-64歲,1
820,108,Taipei City,白血病,男,65-69歲,1
821,108,Taipei City,白血病,男,75-79歲,1
822,108,Taipei City,白血病,男,80-84歲,1
823,108,Taipei City,白血病,男,85-89歲,2
824,108,Taipei City,白血病,女,55-59歲,1
825,108,Taipei City,白血病,女,70-74歲,1
826,108,Taipei City,白血病,女,75-79歲,1
827,108,Taipei City,白血病,女,80-84歲,1
828,108,Taipei City,白血病,女,85-89歲,1
829,108,Taipei City,白血病,女,90-94歲,1
830,108,Taipei City,其他癌症,男,55-59歲,1
831,108,Taipei City,其他癌症,男,60-64歲,1
832,108,Taipei City,其他癌症,男,70-74歲,2
833,108,Taipei City,其他癌症,男,75-79歲,3
834,108,Taipei City,其他癌症,男,80-84歲,3
835,108,Taipei City,其他癌症,男,90-94歲,1
836,108,Taipei City,其他癌症,男,95-99歲,1
837,108,Taipei City,其他癌症,女,55-59歲,1
838,108,Taipei City,其他癌症,女,60-64歲,1
839,108,Taipei City,其他癌症,女,65-69歲,3
840,108,Taipei City,其他癌症,女,70-74歲,1
841,108,Taipei City,其他癌症,女,75-79歲,4
842,108,Taipei City,其他癌症,女,80-84歲,2
843,108,Taipei City,其他癌症,女,85-89歲,3
844,108,Taipei City,口腔癌,男,40-44歲,1
845,108,Taipei City,口腔癌,男,50-54歲,5
846,108,Taipei City,口腔癌,男,55-59歲,3
847,108,Taipei City,口腔癌,男,60-64歲,4
848,108,Taipei City,口腔癌,男,65-69歲,2
849,108,Taipei City,口腔癌,男,70-74歲,1
850,108,Taipei City,口腔癌,女,55-59歲,2
851,108,Taipei City,口腔癌,女,65-69歲,1
852,108,Taipei City,口腔癌,女,85-89歲,1
853,108,Taipei City,鼻咽癌,男,35-39歲,1
854,108,Taipei City,鼻咽癌,男,40-44歲,1
855,108,Taipei City,鼻咽癌,男,50-54歲,2
856,108,Taipei City,鼻咽癌,男,55-59歲,2
857,108,Taipei City,鼻咽癌,男,60-64歲,2
858,108,Taipei City,鼻咽癌,女,75-79歲,1
